Moisture,Temperature,pH,Support Growth
61.27,41.23,9.79,No
78.47,30.28,13.54,No
38.23,47.31,4.14,No
30.93,22.49,10.2,No
34.85,21.18,7.4,No
94.02,37.39,13.8,No
17.65,0.18,12.24,No
58.81,5.17,11.87,No
79.54,44.62,4.21,No
50.65,41.34,4.8,No
57.1,43.29,3.85,No
75.62,13.72,11.29,No
72.38,44.88,11.78,No
22.49,1.52,13.81,No
32.91,28.64,13.63,No
1.61,8.38,13.43,No
57.38,22.78,0.13,No
63.24,19.31,13.61,No
90.6,39.94,9.32,No
69.84,35.23,13.52,No
19.86,48.88,1.55,No
35.61,49.34,12.59,No
58.77,0.82,6.9,No
63.01,35.03,6.44,No
99.87,48.11,9.08,No
6.51,29.07,5.79,No
14.89,30.91,0.52,No
45.37,15.22,0.98,No
53.51,19.89,10.53,No
65.88,18.79,0.12,No
39.76,37.83,0.32,No
54.15,8.03,8.69,No
44.22,44.69,9.49,No
9.23,45.43,7.72,No
39.48,46.27,5.03,No
57.49,9.92,11.38,No
30.68,33.4,3.89,No
16.79,48.89,10.11,No
90.49,8.99,6.07,No
38.6,40.21,0.14,No
41.56,31.14,4.84,Yes
60.53,13.55,0.66,No
23.38,49.36,3.68,No
92.13,25.47,7.56,No
39.53,40.56,6.63,No
58.23,15.25,10.68,No
94.54,12.4,5.39,No
36.61,25.24,12.89,No
58.5,25.65,8.43,No
27.75,39.08,8.39,No
28.42,11.72,13.34,No
50.93,3.45,13.4,No
1.03,5.2,13.47,No
65.16,23.6,10.16,No
25.61,45.79,3.66,No
15.35,22.65,9.78,No
2.17,27.19,13.51,No
52.5,3.04,3.52,No
19.97,16.67,1.12,No
60.07,46.81,13.63,No
26.66,37.5,13.57,No
57.86,21.84,11.02,No
1.79,18.6,10.4,No
99.91,26.27,5.27,No
75.94,6.89,2.53,No
9.87,21,3.79,No
49.76,14.28,2.81,No
95.68,21.18,3.06,No
82.52,9.41,6.61,No
54.83,25.63,12.87,No
57.91,24.5,12.47,No
74.94,8.01,8.32,No
86.61,47.98,9.69,No
77,1.62,7.25,No
93.1,16.6,9.94,No
61.3,0.35,0.69,No
80.7,12.3,0.17,No
55.96,41.75,12.65,No
66.47,27.05,0.33,No
22.06,2.9,7.85,No
91.89,11.69,13.57,No
94.57,0.5,10.16,No
64.37,33.35,11.16,Yes
47.12,21.73,0.35,No
46,20.96,0.85,No
64.6,8.28,5.76,No
40.16,10.86,3.72,No
5.48,35.85,5.06,No
74.13,11.69,3.96,No
10.49,48.04,2.39,No
53.37,19.63,2.46,No
89.18,25.2,4.48,No
31.85,44.41,6.16,No
62.56,38.07,9.64,No
76.26,22.94,11.7,No
20.25,2.53,5.4,No
2.51,19.7,11.95,No
32.45,0.64,4.66,No
23.74,41.25,13.46,No
31.83,28.9,5.51,No
69.92,26.54,5.44,No
11.49,21.45,8.32,No
97.87,28.74,12.38,No
96.91,3.81,13.61,No
25.58,29.16,5.97,No
85.06,31.75,2.65,No
44.93,41.6,12.36,No
98.18,4.5,2.4,No
85.4,29.84,9.03,No
50.93,14.21,9.24,No
10.58,30.34,9.76,No
72.39,43.29,0.18,No
84.01,7.36,0.98,No
80.72,2.38,1.08,No
18.14,30.92,12.94,No
95,15.83,9.71,No
37.13,28.67,11.9,No
10.24,15.93,0.05,No
29.18,29,0.53,No
1.88,38.91,0.71,No
51.34,20.71,3.39,No
85.28,42.11,4.2,No
98.23,4.62,3.43,No
88.56,15.61,4.41,No
99.69,44.53,9.52,No
33.29,43.35,11.61,No
54.96,20.24,4.78,No
40.87,43.48,7.69,No
87.2,26.81,10.69,No
82.95,30.2,3.56,No
87.38,7.41,12.85,No
94.76,39.58,0.32,No
93.67,1.44,2.83,No
9.29,2.3,13.35,No
95.83,32.98,4.33,No
98.43,36.25,4.24,No
31.29,0.41,11.96,No
89.16,19.94,8.1,No
90.82,18.01,13.74,No
13.26,29.16,10.76,No
84.52,40.82,11.39,No
48.44,45.13,9.55,No
20.33,18.87,11.11,No
24.32,8.27,9.03,No
71.33,47.99,12.03,No
68.03,41.11,12.04,No
36.56,22.06,9.88,No
76.23,11.37,13.12,No
1.18,3.71,0.13,No
27.22,26.38,11.8,No
77.91,37.43,2.33,No
45.91,20.79,3.67,No
36.93,21.62,10.61,No
52.38,49.3,1.55,No
55.79,28.74,4.12,No
86.86,45.8,4.55,No
89.31,31.65,4.16,No
68.79,12.17,8.2,No
67.95,42.92,8.53,No
84.53,35.19,1.58,No
1.19,41.7,3.65,No
32.92,19.74,10.84,No
48.93,8.83,10.97,No
27,14.06,10.57,No
57.69,49.65,7.62,No
60.8,18.49,3.4,No
79.57,39.1,13.03,No
94.65,38.92,0.94,No
68.96,47.31,4.96,No
7.36,33.06,2.16,No
21.38,25.21,5.15,No
29.34,42.26,9.95,No
39.16,25.39,3.52,No
64.49,19.49,3.34,No
81.15,34.22,4.07,No
12.32,18.58,5.69,No
46.49,6.39,13.42,No
68.04,37.67,0.92,No
9.87,41.72,2.64,No
88.68,28.97,1.15,No
25.46,10.81,5.61,No
21.29,42.37,0.75,No
51.42,30.22,9.49,Yes
99.3,38.53,5.83,No
17.36,32.07,5.87,Yes
94.61,45.05,1.28,No
80.84,29.16,0.58,No
17.6,1.54,6.45,No
62.65,12.31,1.66,No
62.32,8.16,3.84,No
19.76,24.26,0.93,No
56.65,41.31,6.55,No
13.21,31.3,8.12,No
33.46,5.29,9.01,No
70.52,34.65,1.07,Yes
50,37.86,10.31,No
1.42,29.87,9.29,No
45.17,40.63,5.67,No
27.84,11.46,4.53,No
52.54,1.07,7.31,No
84.53,41.28,6.83,No
62.62,17.96,4.31,No
99,11.37,6.18,No
37.79,28.8,13.71,No
2.54,40.91,6.89,No
20.56,27.8,13.43,No
2.18,17.66,5.1,No
86.33,42.06,10.44,No
16.16,17.89,3.57,No
6.08,16.65,3.83,No
6.06,36.66,1.34,No
40.01,35.88,5.88,No
79.83,24.62,4.14,No
47.07,7.09,2.03,No
48.1,17.61,3.97,No
36.04,5.66,7.98,No
86.25,35.69,5.63,No
20.14,31.25,12.21,No
13.54,23.87,12.1,No
58.08,22.5,4.87,No
9.81,3.84,13.14,No
24.81,35.06,2.96,No
94.46,8.76,7.18,No
10.72,12.35,2.2,No
28.16,22.34,3.25,No
88.77,41.01,10.63,No
2.97,28.24,0.13,No
55.68,48.73,13.36,No
20.76,31.69,11.86,No
34.48,46.23,1.45,No
68.33,24.74,1.13,No
1.26,21.96,13.35,No
28.09,3.7,8.72,No
45.12,15.75,4,No
58.86,38.66,0.05,No
88.2,3.9,5.14,No
32.5,10.84,11,No
93.33,21.06,6.11,No
65.13,33.74,12.33,Yes
29.94,46.68,4.98,No
50.46,31.54,13.32,Yes
38.45,32.07,4.89,Yes
6.74,44.4,3.03,No
18.03,11.26,2.94,No
95.85,10.42,12.47,No
31.19,32.59,9.57,No
98.24,4.3,1.11,No
21.99,8.98,12.72,No
66.8,28.87,4.4,No
3.67,24.42,10.42,No
14.35,43.57,7.76,No
54.87,36.46,11.52,No
46.44,14.51,6.74,No
16.12,11.86,8.94,No
86.11,24.24,10.23,No
83.19,39.36,7.79,No
55.97,22.22,13.33,No
7.67,36.15,1.7,No
84.51,48.89,10.88,No
67.25,6.18,7.19,No
45.45,24.41,13.63,No
47.12,3.93,6.11,No
15.53,8.24,2.23,No
10.86,46.72,1.28,No
53.6,29.36,5.78,Yes
69.51,29.76,3.78,Yes
37.15,36.97,4.04,No
82.39,12.22,12.27,No
10.31,10.85,9.17,No
20.01,17.87,4.11,No
50.46,20.67,8.5,No
41.04,0.66,10.99,No
21.58,47.84,3.21,No
6.1,4.18,9.86,No
3.27,3.38,8.46,No
37.93,15.43,13.04,No
33.7,31.72,0.1,Yes
87.31,48.28,2.9,No
76.76,47.02,0.97,No
74.75,46.5,10.39,No
58.25,11.75,2.42,No
89.49,30.11,7.95,No
47.28,21.78,12.08,No
80.63,2.73,5.26,No
31.7,18.06,1.8,No
56.43,34.91,11.16,Yes
58.56,31.08,11.23,Yes
38.79,14.4,11.76,No
97.14,7.56,8.09,No
13.79,24.65,9.73,No
91.53,44.63,2.13,No
19.56,39.84,0.7,No
54.48,32.8,5.19,Yes
93.9,29.04,11.11,No
78.32,36.22,5.54,No
70.33,1.69,6.2,No
51.59,20.44,12.34,No
54.09,26.92,3.89,No
37.96,30.19,2.84,Yes
17.82,7.39,12.88,No
76.89,23.72,2.35,No
92.8,15.61,4.5,No
85.04,7.62,0.9,No
73.95,19.4,6.1,Yes
55.74,9.23,10.89,No
38.76,33.44,8.77,No
26.16,31.99,13.55,Yes
0.34,22.19,13.04,No
43.53,48.05,3.36,No
61.42,9.24,13.22,No
35.41,33.26,6.88,Yes
96.42,29.6,4.54,No
96.13,30.24,13,No
70.18,38.03,0.29,No
27.28,31.64,4.63,Yes
9.7,46.34,2.17,No
91.14,21.26,8.78,No
39.16,25.04,6.57,No
85.77,44.82,4.37,No
14.2,14.38,12.38,No
7.26,34.17,12.46,No
45.02,12.19,6.98,No
36.22,27.65,11.86,No
21.55,21.3,2.73,No
30.08,41.37,3.95,No
59.79,37.34,3.11,No
27.67,37.5,10.1,No
61.88,44.74,2.09,No
2.83,25.39,11.91,No
92.08,41.52,9.79,No
91.77,22.29,11.74,No
90.6,30.24,12.8,No
45.6,40.92,13.16,No
92.54,47.11,6.39,No
89.23,28.11,6.72,No
73.31,26.74,13.39,No
29.76,31.68,2.03,Yes
15.67,21.81,13.73,No
53.07,18.83,0.84,No
5.68,7.46,8.22,No
87.93,44.06,6.2,No
80,48.44,1.16,No
74.78,42.45,3.69,No
80.46,12.89,12.3,No
62,39.53,12.86,No
14.12,23.87,8.53,No
19.46,19.86,12.32,No
87.8,16.99,1.93,No
99.88,34.97,7.68,No
95.15,25.33,9.17,No
82.41,5.25,3.5,No
59.58,47.37,2.66,No
85.4,1.89,4.21,No
7.57,40.35,9.63,No
43.17,33.3,3.32,No
47.07,36.99,13.71,No
18.76,28.77,6.98,No
8.08,41.76,0.4,No
1.5,34.76,4.7,No
26.66,26.4,3.52,No
93.61,29.16,6.49,No
47.66,41.34,8.17,No
30.37,6.24,13.83,No
84.7,4.39,0.76,No
33.31,35.96,4.98,No
92.88,5.85,0.2,No
49.22,38.06,7.46,No
3.42,16.14,7.57,No
40.82,10.6,8.51,No
89.42,27.01,5.16,No
79.5,1.21,11.92,No
90.02,7.74,10.44,No
10.6,42.34,2.03,No
68.39,29.92,2.4,Yes
81.17,30.85,1.35,No
19.93,40.32,5.36,No
17.72,3.95,7.41,No
50.83,23.89,12.79,No
0.16,4.14,1.36,No
66.46,10.5,3.29,No
96.65,24.81,2.28,No
31.09,39.56,13.81,No
28.44,47.32,3.37,No
36.94,8.57,8.22,No
76.2,3.16,3.36,No
98.51,20.07,1.44,No
52.12,1.22,0.74,No
90.27,6.72,12.14,No
47.94,31.69,3.68,Yes
58.1,12.82,3,No
42.03,9.57,1.36,No
16.56,25.02,10.08,No
54.62,49.15,1.1,No
78.05,33.43,10.63,No
41.63,25.76,11.75,No
78.71,5.87,4.86,No
92.88,14.66,7.34,No
50.84,8.36,9.68,No
96.92,31.47,5.93,No
39.12,48.9,12.65,No
73.52,33.41,10,Yes
4.25,43.66,4.98,No
19.29,17.03,12.94,No
7.06,45.15,6.18,No
96.24,48.35,0.82,No
43.29,40.24,13.29,No
21.36,42.3,2.97,No
73.27,38.27,6.26,No
42.88,29.65,5.27,Yes
4.27,38.85,0.63,No
32.97,18.23,6.39,Yes
61.28,2.99,8.47,No
60.42,42.01,2.1,No
45.57,32.44,6.09,Yes
44.1,24.6,6.24,Yes
86.34,34.69,10.43,No
49.6,2.98,7.09,No
82.97,2.9,8.45,No
24.9,27.81,7.01,No
8.65,39.15,12.34,No
31.93,28.22,5.79,No
91.68,1.79,3.36,No
23.02,16.49,5.77,No
74.36,18.06,6.01,Yes
71.36,1.57,2.7,No
99.47,2.19,3.79,No
71.23,14.04,4.6,No
74.45,2.12,0.14,No
36.08,4.82,0.34,No
12.17,47.44,1.07,No
87.5,11,12.61,No
6.49,3.88,12.94,No
12.41,1.44,3.33,No
56.67,16.01,3.91,No
84.19,49.03,9.68,No
14.01,21.71,8.1,No
68.96,19.49,4.49,No
79.08,17.3,6.21,Yes
93.51,47.45,1.36,No
9.42,22.7,3.74,No
13.89,28.72,3.54,No
58.87,5.7,3.99,No
91.42,29.05,1.57,No
65.99,11.98,5.16,No
4.3,19.58,7.52,No
57.52,48.29,9.37,No
97.96,33.49,0.92,No
88.85,20.16,10.42,No
22.36,38.48,2.32,No
35.03,35.26,2.62,No
25.26,18.13,4.4,No
81.94,12.94,13.97,No
23.15,31.75,13.67,No
94.54,32.19,0.32,No
47.11,7.53,0.49,No
78.34,7,0.92,No
47.36,30.5,8.9,Yes
68.22,39.58,3.32,No
11.4,5.27,0.93,No
54.64,39.82,6.5,No
27.73,35.01,1.34,No
85.28,1.87,10.51,No
61.29,0.88,5.8,No
30.55,10.43,3.13,No
41.95,47.06,6.88,No
9.84,11.75,1.2,No
93.26,14.58,4.5,No
10.92,26.58,9.92,No
93.15,42.86,8.33,No
77.26,11.76,2.99,No
4.89,48.56,12.12,No
70.6,31.95,11.52,Yes
35.61,13.62,8.96,No
1.64,34.74,7.47,No
18.82,0.96,13.63,No
66.76,33.1,7.53,Yes
83.39,18.24,5.46,No
97.37,11.72,8.64,No
52.86,28.57,3.12,No
64.8,31.25,11.59,Yes
65.16,31.03,5.92,Yes
75.22,27.07,5.58,No
5.11,29.15,3.44,No
31.51,28.86,3.2,No
8.52,29.54,8.6,No
68.67,26.68,13.62,No
16.74,10.13,12.73,No
39.19,21.79,4.38,No
4.69,6.15,4.83,No
29.93,41.02,11.42,No
22.73,10.73,1.23,No
61.2,19.63,13.24,No
5.11,12.17,3.92,No
27.94,30.22,11.61,Yes
81.79,48.17,2.29,No
66.21,7.08,12.78,No
6.2,28.07,13.84,No
29.8,5.11,1.77,No
39.97,21.26,0.64,No
86.78,8.19,9.55,No
61.89,36.53,1.09,No
4.04,14.4,0.1,No
23.72,42.52,12.18,No
13.35,15.65,7.42,No
38.74,7.7,3.54,No
75.06,45.71,10.08,No
46.54,4.02,5.69,No
86.16,9.16,1.53,No
59.47,0.37,4.2,No
57.13,26.77,10.46,No
54.53,40.1,4.47,No
57.54,48.19,11.54,No
7.13,24.95,5.46,No
39.27,28.21,8.95,No
7.16,38.44,1.02,No
16.46,6.08,3.23,No
22.05,41.58,5.62,No
15.24,1.37,7.85,No
55.25,11.93,9.18,No
81.1,37.17,5.1,No
41.7,15.89,10.66,No
3.22,1.59,11.85,No
84.8,26.7,1.78,No
42.66,3.03,2.84,No
68.32,10.35,11.69,No
91.2,37.86,10.98,No
97.56,1.07,6.25,No
85.18,21.34,8.83,No
16.06,29.22,6.44,Yes
5.85,42.21,13.78,No
86.26,26.38,6.74,No
62,32.08,8.57,Yes
44.49,34.16,5.87,Yes
81.84,38.26,13.51,No
19.03,1.34,8.31,No
85.91,4.06,5.22,No
87.76,25.68,8.7,No
44.75,12.52,4.81,No
66.63,49,6.96,No
71.36,8.2,0.56,No
92.06,3.83,1.98,No
22.46,10.3,2.65,No
82.72,27.93,11.13,No
78.83,4.8,1.11,No
38.96,9.95,1.13,No
17.73,19.23,5.55,No
23.45,10.23,8.54,No
50.02,28.97,11.57,No
37.99,18.79,0.33,No
46.54,42.56,3.43,No
80.55,18.09,9.25,No
22.84,0.88,7.55,No
56.42,33.16,3.59,Yes
24.32,31.3,10.78,No
68.12,29.95,10.29,Yes
19.56,21.09,2.43,No
24.68,29.18,2.71,No
61.33,10.94,4.52,No
85.76,4.55,2.92,No
91.92,9.82,12.87,No
28.64,25.54,10.67,No
94.81,44.94,5.81,No
28.47,35.81,9.12,No
54.07,31.48,12.34,Yes
78.95,27.71,7.37,No
68.59,3.44,13.3,No
25.05,10.02,5.99,No
96.55,23.61,12.7,No
94.79,11.74,2.64,No
20.4,26.45,2.33,No
29,15.9,13.32,No
71.71,26.26,13.28,No
62.07,10.79,9.52,No
70.4,8.24,1.74,No
88.29,25.31,8.51,No
6.3,6.65,12.33,No
26.89,11.02,7.94,No
1.38,37.11,2.65,No
75.8,4.23,4.02,No
89,13.48,8.32,No
32.28,42.22,3.72,No
32.37,13.78,7.83,No
6.2,13.41,12.14,No
55.93,36.94,10.4,No
26.18,2.86,5.9,No
58.03,24.81,9.1,No
92.18,26.03,1.09,No
60.61,47.32,8.94,No
97.64,35.11,11,No
9.31,34.25,0.45,No
87.74,5.77,13.47,No
49.06,25.57,5.61,No
38.59,41.03,2.07,No
89.48,7.23,8.2,No
56.14,25.72,4.36,No
17,47.82,2.64,No
62.86,48.32,6.12,No
49.4,32.18,5.02,Yes
13.11,40.21,4.19,No
15.77,29.12,9.87,No
78.76,32.38,12.32,No
73.86,35.02,12.43,No
27.46,40.21,9.69,No
42.8,43.01,8.03,No
92.07,19.73,10.67,No
75.69,49.66,11.62,No
31.15,6.24,2.94,No
58.38,34.55,3.81,Yes
90.62,26.02,6.33,No
78.97,9.86,3.15,No
40.07,10.93,10.77,No
93.6,1.14,10.35,No
6.99,1.76,13.24,No
25.21,17.97,10.43,No
94.33,41.15,13.15,No
12.87,22.66,1.9,No
53.14,49.79,12.21,No
19.6,24.56,7.25,No
10.57,1.2,11.28,No
57.06,22.11,2.95,No
68.91,45.59,8.44,No
48.27,47.09,9.88,No
4.07,32.51,8.97,No
80.95,34.96,10.44,No
79.12,39.72,6.68,No
87.91,36.76,10,No
2.41,6.08,2.37,No
55.86,2.25,10.7,No
4.32,34.75,12.66,No
0.14,13.83,13.77,No
83.72,40.62,9.67,No
31.23,5.03,8.64,No
78.49,15.52,8.92,No
98.73,3.48,7.47,No
82.37,5.57,9.21,No
10.92,0.94,6.97,No
88.71,24.56,9.17,No
60.71,16.59,9.88,No
20.85,33.45,2,No
4.25,32.92,13.91,No
20.17,48.54,3.34,No
80.25,44.11,13.85,No
93.13,16.95,10.77,No
9.02,12.69,0.24,No
91.79,30.16,5.56,No
3.82,13.73,5.5,No
71.97,34.81,8,Yes
82.23,25.48,1.19,No
62.01,43.81,11.64,No
32.24,2.91,4.93,No
1.28,0.57,10.62,No
27.54,20.22,13.42,No
99.17,32.42,7.3,No
83.4,25.02,11.41,No
20.19,1.52,4.11,No
93.7,5.37,7.83,No
27.37,37.15,3.38,No
91.13,28.96,5.97,No
50.66,49.7,9.19,No
88.13,34.62,1.7,No
97.07,29.69,2.52,No
74.88,37.96,8.99,No
12.97,2.77,3.93,No
47.85,10,2.74,No
22.03,12.57,6.46,No
5.22,28.16,12.15,No
43.31,30.97,4.34,Yes
13.42,44.63,1.42,No
2.22,13.02,2.23,No
80.18,20.1,4.84,No
47.46,46.96,8.93,No
91.54,31.18,12.86,No
37.23,16.42,5.46,No
25.36,41.42,10.41,No
68.41,42.72,5.2,No
54.3,2.41,13.86,No
54.29,33.49,1.76,Yes
76.49,22.23,0.01,No
2.48,23.23,7.34,No
73.75,2.09,3.72,No
36.36,41.89,9.77,No
57.02,29.25,2.08,No
74.39,2.63,7.8,No
32.89,11.26,3.1,No
51.05,37.36,13.3,No
54.97,29.4,5.48,No
32.38,21.04,7.3,No
45.81,1.66,13.01,No
25.25,35.77,6.48,No
54.63,44.64,12.1,No
71.1,3.63,1.97,No
59.66,24.61,8.09,No
61.94,37.54,11.38,No
90.93,6.71,13.1,No
69.41,30.55,3.63,Yes
9.18,16.12,6.84,No
68.47,12.55,8.73,No
22.12,27.1,13.31,No
28.6,48.59,4.04,No
98.6,49.54,9.56,No
50.8,15.23,0.32,No
89.38,18.42,0.16,No
21.9,26.52,8.49,No
45.55,1.62,2.77,No
8.1,32.34,9.27,No
70.65,46.11,3.75,No
94.66,14.16,6.13,No
19.66,14,6.73,No
43.38,17.83,1.21,No
75.16,48.72,2.51,No
59.52,45.92,9.83,No
99.66,48.43,10.13,No
95.46,32.59,1.89,No
85.97,31.59,13.58,No
92.78,29.45,12.52,No
53.85,46.31,10.71,No
22.07,25.67,2.65,No
95.49,29.63,8.33,No
23.85,25.34,1.91,No
65.86,6.45,11.55,No
79.06,6.5,11.38,No
1.36,3.35,12.23,No
1,48.67,6.77,No
20.19,30.36,11.02,No
14.01,10.63,0.86,No
22.59,36.14,13.72,No
84.3,10.76,3.79,No
32.07,16.25,11.21,No
16.47,36.92,0.75,No
37.94,32.2,5.29,Yes
79.08,45.51,12.49,No
40.88,48.5,5.71,No
49.42,46.17,5.42,No
55.86,14.28,11.34,No
15.97,5.14,13.02,No
93.79,37.14,7.57,No
97.63,47.12,10.39,No
52.35,36.01,2.61,No
68.57,7.1,3.96,No
49.07,25.29,4.72,No
53.08,22.13,10.24,No
88.77,32.91,12.06,No
83.63,4.85,2.32,No
12.86,28.42,7.54,No
12.59,30.28,1.26,No
14.76,37.83,1.16,No
3.98,4.62,6.04,No
45.96,7.87,1.07,No
63.6,8.29,9.09,No
99.4,37.27,9.32,No
75.98,5.58,3.05,No
98.48,19.74,5.28,No
89.99,19.23,9.19,No
67.31,16.72,6.63,Yes
53.22,9.82,2.23,No
7.62,25.97,10.35,No
17.52,29.42,2.18,No
46.18,33.75,7.05,Yes
96.45,31.73,6.54,No
9.95,43.73,7.44,No
71.65,22.04,2.05,No
82.09,18.28,10.38,No
71.43,36.76,5.46,No
94.38,36.57,4.13,No
72.1,15.96,4.47,No
17.86,26.62,4.02,No
26.99,1.33,12.13,No
87.4,6.51,13.69,No
94.18,15.17,13.11,No
39.1,35.39,6.31,No
7.81,32.63,2.35,No
72.15,41.22,1.59,No
93.17,13.66,7.38,No
12.67,28.61,3.24,No
29.78,46.02,3.23,No
65.79,17.26,10.22,No
46.1,0.56,0.02,No
49.83,43.31,6.97,No
94.86,10.05,12.71,No
79.04,37.29,3.98,No
82.86,13.94,7.4,No
98.02,29.05,9.02,No
60.98,35.21,12.46,No
58.64,20.43,5,No
63.25,41.28,1.37,No
71.08,16.03,3.04,No
54.32,0.72,0.42,No
82.1,41.5,9.8,No
65.34,15.99,12.08,No
69.89,33.16,13.96,Yes
91.57,3.53,8.41,No
54.15,35.71,6.9,No
51.48,1.18,10.74,No
23.2,38.62,1.38,No
75.64,18.39,9.56,No
47.77,18.59,9.55,No
20.55,20,4.31,No
55.48,22.79,10.06,No
32.31,35.82,0.57,No
39.49,20.98,3.51,No
23.93,22.25,13.37,No
82.45,18.64,6.24,No
13.07,49.34,9.87,No
85.81,12.55,7.27,No
0.23,47.06,0.39,No
97.27,28.94,2.52,No
12.85,22.91,12.9,No
33.11,2.07,1.41,No
98.59,22.63,10.37,No
22.54,3.59,11.75,No
43.33,39.47,7.52,No
24.7,22.43,7.74,No
31.01,19.47,6.94,No
69.57,45.47,0.46,No
91.96,42.31,2.63,No
98.53,37.22,9.68,No
99.51,46.94,1.94,No
95.61,8.4,1.09,No
5.42,46.94,11.04,No
65.08,30.21,12.89,Yes
0.17,41.89,6.77,No
60.97,1.75,12.56,No
3.09,31.88,7.59,No
10.26,46.03,12.24,No
27.68,48.47,13.66,No
12.04,11.02,1.35,No
27.36,2.83,9.08,No
73.27,13.89,13.69,No
88.75,2.96,3.15,No
29.85,35.63,7.19,No
39.88,16.19,7.08,No
95.19,48.59,9.31,No
64.72,32.04,0.9,Yes
7.07,26.28,6.28,Yes
98.72,34.1,2.09,No
23.4,49.58,0.72,No
96.5,10.32,9.79,No
1.03,28.58,12.06,No
92.21,44.35,12.18,No
11.69,41.08,12.45,No
36.97,16.43,1.37,No
4.39,7.54,7.1,No
70.07,30.76,4.42,Yes
55.23,19.55,11.95,No
99.55,44.87,3.78,No
43.63,15.25,9.75,No
29.46,31.35,9.68,Yes
1.63,43.58,10.73,No
18.84,48.1,6.39,No
32.73,34.66,12.14,No
69.49,27.06,5.98,Yes
95.66,4.9,4.26,No
62.62,0.25,0.24,No
95.33,42.36,8.67,No
46.08,37.34,1.62,No
41.79,16.57,13.81,No
29.89,43.63,3.31,No
94.18,34.44,2.61,No
11.53,34.41,7.81,No
71.08,47.24,10.32,No
99.75,11.97,10.32,No
45.97,15.17,9.51,No
41.56,32.8,13.86,No
83.97,32.11,8.54,No
75.19,7.48,3.58,No
26.01,28.7,8.55,No
19.99,0.21,13.67,No
29.96,39.74,12.12,No
2.66,38.1,4.05,No
6.39,44.21,3.6,No
89.41,6.63,2.24,No
36.57,10.89,1.94,No
99.18,11.28,2.81,No
5.73,34.61,10.72,No
49.41,40.87,3.11,No
46.21,1.29,8.32,No
41.91,7.11,12.79,No
98.17,4.49,0.87,No
2.71,28.34,4.92,No
30.31,27.18,5.08,No
53.06,42.97,5.72,No
8.91,33.28,4.41,No
59.77,47.79,10.15,No
95.61,7.23,5.66,No
90.93,39.48,5.37,No
77.95,45.55,7.15,No
99.32,24.07,7.94,No
16.26,11.98,0.29,No
20.05,47.95,4.98,No
85.49,0.55,9.41,No
65.35,22.28,8.48,No
74.87,19.89,6.22,Yes
17.28,38.72,13.18,No
39.28,23.19,5.02,No
7.48,37.62,0.56,No
36.2,19.2,3.88,No
58.87,16.95,3.79,No
17.19,32.42,1.02,No
94.71,43.77,6.5,No
70.83,44.52,4.09,No
12.83,21.78,10.82,No
39.76,42.57,4.22,No
34.66,14.24,0.42,No
94.04,24.71,9.21,No
33.19,6.21,6.07,No
0.34,3.47,1.9,No
24.07,0.98,8.35,No
18.71,37.29,10.81,No
49.73,41.53,10.56,No
15.71,34.66,2.8,No
40.7,3.92,5.09,No
93.48,33.64,6.35,Yes
49.27,12.91,2.94,No
25.99,10.01,3.58,No
76.37,46.93,11.48,No
11.07,4.01,2.82,No
77.94,17.95,7.29,No
57.66,31.77,6.87,Yes
36.58,3.54,0.33,No
92.83,31.84,5.55,No
94.1,36.4,1.83,No
63.7,18.71,6.03,Yes
27.41,22.23,3.23,No
75.87,19.95,9.53,No
36.29,10.17,7.18,No
42.26,31.14,12.29,Yes
58.43,33.53,10.6,Yes
69.68,26,8.91,No
78.52,4.89,1.87,No
93.18,47.98,1.05,No
0.33,44.6,1.68,No
95.62,6.1,2.85,No
11.49,46.26,5.48,No
21.16,18.57,0.26,No
55.17,17.79,1.88,No
46.71,6.98,7.24,No
41.04,24.65,1.73,No
79.24,18.58,6.09,Yes
26.35,29.29,8.7,No
30.54,1.11,9.73,No
21.53,7.72,5.23,No
5.84,37.35,13.68,No
69.46,21.95,3.42,No
85.35,24.36,2.91,No
45.39,10.78,5.06,No
47.14,6.29,4.65,No
87.25,22.56,10.82,No
3.37,14.79,1.05,No
87.54,40.81,6.04,No
93.2,29.97,10.65,No
63.49,15.18,10.73,No
60.59,0.04,11.97,No
40.11,46.83,11.66,No
82,26.97,7.26,No
16.69,47.44,11.83,No
29.72,36.41,7.59,No
48.86,31.62,11,Yes
53.88,1.16,13.45,No
60.32,24.4,5.88,Yes
16.14,37.42,7.52,No
49.51,3.59,13.04,No
67.98,22.69,9.56,No
79.58,23.83,0.29,No
65.49,45.79,3.47,No
7.73,40.28,2.2,No
63.81,37.48,8.89,No
13.16,19.85,3.8,No
58.61,39.62,7.89,No
25.18,34.91,10.78,No
43.83,34.95,12.72,No
98.22,48.05,8.19,No
56.48,6.8,5.92,No
0.24,29.65,13.19,No
71.36,4.77,2.6,No
30.42,29.75,1.81,Yes
44.5,27.76,3,No
82.14,34.11,12.89,No
0.54,16.75,12.22,No
59.71,14.36,10.54,No
93.41,8.06,5.05,No
94.41,48.24,13.58,No
86.01,5.98,11.45,No
62.93,30.89,0.34,Yes
5.79,31.03,2.42,No
0.12,22.02,11.11,No
77.46,3.3,3.71,No
19.8,23.27,2.63,No
37.58,7.39,2.21,No
65.71,47.08,0.21,No
2.94,39.13,5.1,No
83.07,23.68,1.15,No
37.23,29.62,9.5,Yes
41.42,21.61,2.46,No
